Relatório 3º Quadrimestre 2018 - Analítico,,,,,,,,,,,,,,,,,,,,,,,,,
uo,nome_uo,funcao,nome_funcao,subfuncao,nome_subfuncao,programa,nome_programa,projativ,nome_projativ,subitem_projativ,nome_subitem_projativ,natureza_despesa,nome_natureza_despesa,fonte,fonte_detalhe,nome_fonte_detalhe,valor_orcado,saldo_credito,valor_empenhado,valor_liquidado,valor_pago,saldo_empenho_dezembro_câmara,saldo_emp_liq_dezembro_câmara,valor_liquidado,valor_pago
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339030,MATERIAL DE CONSUMO,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,1171000,1171000,"602323,64","602323,64","602323,64","98895,26","106721,26","503428,38","495602,38"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339032,MATERIAL DE DISTRIBUIÇÃO GRATUITA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,77000,77000,1229,1229,1229,0,0,1229,1229
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339034,OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO ,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,3222100,3922100,"3147371,57","3147371,57","3147371,57","262758,59","262758,59","2884612,98","2884612,98"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339035,SERVIÇOS DE CONSULTORIA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,100000,100000,"7161,6","7161,6","7161,6",0,0,"7161,6","7161,6"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339036,OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,10000,10000,"249,6","249,6","249,6",0,"249,6","249,6",0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339037,LOCAÇÃO DE MÃO-DE-OBRA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,24233600,23143600,"19176409,25","19176409,25","19176409,25","1529209,25","1529209,25",17647200,17647200
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339039,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,20026600,19826600,"10751215,71","10751215,71","10751215,71","1467982,8","1472202,27","9283232,91","9279013,44"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339046,AUXÍLIO-ALIMENTAÇÃO,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,10200000,9700000,8100000,8100000,8100000,"843727,91","1519539,22","7256272,09","6580460,78"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339091,SENTENÇAS JUDICIAIS,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,1000,1000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339092,DESPESAS DE EXERCÍCIOS ANTERIORES,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,100000,190000,"113252,92","113252,92","113252,92","475,05","475,05","112777,87","112777,87"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,339139,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,8400,8400,"7577,43","7577,43","7577,43","1168,39","1168,39","6409,04","6409,04"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,449030,MATERIAL  DE CONSUMO,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,5000,5000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,449039,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,80000,80000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,449051,OBRAS E INSTALAÇÕES,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,10000,10000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2001,Execução da Atividade Institucional do Poder Legislativo Municipal,1,Execução da Atividade Institucional do Poder Legislativo Municipal,449052,EQUIPAMENTOS E MATERIAL PERMANENTE,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,130000,630000,"77636,01","77636,01","77636,01","7585,95","7585,95","70050,06","70050,06"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2920,Transparência e Comunicação do Poder Legislativo Municipal,1,Divulgação de Interesse Público e Oficial,339039,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,5714000,5714000,"297483,31","297483,31","297483,31","46806,3","48198,3","250677,01","249285,01"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2920,Transparência e Comunicação do Poder Legislativo Municipal,1,Divulgação de Interesse Público e Oficial,339092,DESPESAS DE EXERCÍCIOS ANTERIORES,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,3000,3000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2921,Modernização da Infraestrutura Tecnológica do Poder Legislativo Municipal,1,Modernização da Infraestrutura Tecnológica do Poder Legislativo Municipal,449030,MATERIAL  DE CONSUMO,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,5000,5000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2921,Modernização da Infraestrutura Tecnológica do Poder Legislativo Municipal,1,Modernização da Infraestrutura Tecnológica do Poder Legislativo Municipal,449035,SERVIÇOS DE CONSULTORIA,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,10000,10000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2921,Modernização da Infraestrutura Tecnológica do Poder Legislativo Municipal,1,Modernização da Infraestrutura Tecnológica do Poder Legislativo Municipal,449039,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,2650000,2650000,"44496,8","44496,8","44496,8",7380,16116,"37116,8","28380,8"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2921,Modernização da Infraestrutura Tecnológica do Poder Legislativo Municipal,1,Modernização da Infraestrutura Tecnológica do Poder Legislativo Municipal,449051,OBRAS E INSTALAÇÕES,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,40000,40000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2921,Modernização da Infraestrutura Tecnológica do Poder Legislativo Municipal,1,Modernização da Infraestrutura Tecnológica do Poder Legislativo Municipal,449052,EQUIPAMENTOS E MATERIAL PERMANENTE,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,1475000,1975000,"554665,86","554665,86","554665,86",2900,2900,"551765,86","551765,86"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2922,Modernização da Infraestrutura Física do Poder Legislativo Municipal,1,Modernização da Infraestrutura Física do Poder Legislativo Municipal,449030,MATERIAL  DE CONSUMO,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,5000,5000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2922,Modernização da Infraestrutura Física do Poder Legislativo Municipal,1,Modernização da Infraestrutura Física do Poder Legislativo Municipal,449035,SERVIÇOS DE CONSULTORIA,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,80000,80000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2922,Modernização da Infraestrutura Física do Poder Legislativo Municipal,1,Modernização da Infraestrutura Física do Poder Legislativo Municipal,449039,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,465000,465000,0,0,0,0,0,0,0
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2922,Modernização da Infraestrutura Física do Poder Legislativo Municipal,1,Modernização da Infraestrutura Física do Poder Legislativo Municipal,449051,OBRAS E INSTALAÇÕES,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,4000000,4000000,"173077,89","173077,89","173077,89","45715,84","63775,91","127362,05","109301,98"
101,CÂMARA MUNICIPAL,1,Legislativa,31,Ação Legislativa,1,Atuação Legislativa da Câmara Municipal,2922,Modernização da Infraestrutura Física do Poder Legislativo Municipal,1,Modernização da Infraestrutura Física do Poder Legislativo Municipal,449052,EQUIPAMENTOS E MATERIAL PERMANENTE,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,450000,450000,"126402,28","126402,28","126402,28","45680,96","45680,96","80721,32","80721,32"
101,CÂMARA MUNICIPAL,9,Previdência Social,272,Previdência do Regime Estatutário,33,Encargos com Inativos do Legislativo,3003,Encargos com Inativos do Legislativo,1,Encargos com Inativos do Legislativo.,319001,"APOSENTADORIA DO RPPS, RESERVA REMUNERADA E REFORMA DOS MILITARES ",1,0,RECURSOS ORDINÁRIOS DO TESOURO ,13436000,13436000,"11264351,3","11264351,3","11264351,3","28330,46",900000,"11236020,84","10364351,3"
101,CÂMARA MUNICIPAL,9,Previdência Social,272,Previdência do Regime Estatutário,33,Encargos com Inativos do Legislativo,3003,Encargos com Inativos do Legislativo,1,Encargos com Inativos do Legislativo.,319092,DESPESAS DE EXERCÍCIOS ANTERIORES,1,0,RECURSOS ORDINÁRIOS DO TESOURO ,1000,1000,0,0,0,0,0,0,0
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,319011,VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL,1,0,RECURSOS ORDINÁRIOS DO TESOURO ,12991000,12678228,"11118040,11","11118040,11","11118040,11",0,0,"11118040,11","11118040,11"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,319013,OBRIGAÇÕES PATRONAIS,1,0,RECURSOS ORDINÁRIOS DO TESOURO ,485001,537901,"419511,3","419511,3","419511,3",0,0,"419511,3","419511,3"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,319113,OBRIGAÇÕES PATRONAIS,1,0,RECURSOS ORDINÁRIOS DO TESOURO ,1925000,1955000,"1475190,04","1475190,04","1475190,04",0,0,"1475190,04","1475190,04"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,339014,DIÁRIAS - CIVIL,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,13000,7845,0,0,0,0,0,0,0
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,339030,MATERIAL DE CONSUMO,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,466175,507319,"248839,27","216857,33","199342,36",0,0,"216857,33","199342,36"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,339036,OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,1131088,1166919,"1076329,76","1007130,95","1007130,95",0,0,"1007130,95","1007130,95"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,339037,LOCAÇÃO DE MÃO-DE-OBRA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,4300782,4803835,"4215795,74","3647191,26","3647191,26",0,0,"3647191,26","3647191,26"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,339039,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,7953695,10050934,"8433996,48","7483510,23","7275345,79",0,0,"7483510,23","7275345,79"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,339046,AUXÍLIO-ALIMENTAÇÃO,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,689000,768118,"630345,09","630345,09","630345,09",0,0,"630345,09","630345,09"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,339047,OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,105,105,0,0,0,0,0,0,0
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,339092,DESPESAS DE EXERCÍCIOS ANTERIORES,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,22000,22655,"14050,59","14050,59","14050,59",0,0,"14050,59","14050,59"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,339093,INDENIZAÇÕES E RESTITUIÇÕES,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,11000,411886,"316746,55","315594,39","309291,49",0,0,"315594,39","309291,49"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,449052,EQUIPAMENTOS E MATERIAL PERMANENTE,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,31200,127463,"89991,91","20341,45","20341,45",0,0,"20341,45","20341,45"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,4,"Feiras Permanentes de Artes, Artesanato e Produtores de Variedades de Belo Horizonte",339030,MATERIAL DE CONSUMO,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,2000,2000,276,276,276,0,0,276,276
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,4,"Feiras Permanentes de Artes, Artesanato e Produtores de Variedades de Belo Horizonte",339037,LOCAÇÃO DE MÃO-DE-OBRA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,320000,396891,"396889,91","363815,75","330741,59",0,0,"363815,75","330741,59"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,7,Apoio Administrativo e Financeiro,2900,Serviços Administrativos e Financeiros,4,"Feiras Permanentes de Artes, Artesanato e Produtores de Variedades de Belo Horizonte",339039,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,483000,777486,"558081,95","496884,24","449861,29",0,0,"496884,24","449861,29"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,319011,VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL,1,0,RECURSOS ORDINÁRIOS DO TESOURO ,3346000,6462800,"6377335,2","6377335,2","6377335,2",0,0,"6377335,2","6377335,2"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,319013,OBRIGAÇÕES PATRONAIS,1,0,RECURSOS ORDINÁRIOS DO TESOURO ,566000,1074400,"1056258,06","1056258,06","1056258,06",0,0,"1056258,06","1056258,06"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,319113,OBRIGAÇÕES PATRONAIS,1,0,RECURSOS ORDINÁRIOS DO TESOURO ,62000,178600,"174512,96","174512,96","174512,96",0,0,"174512,96","174512,96"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,339014,DIÁRIAS - CIVIL,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,10000,10000,830,830,830,0,0,830,830
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,339030,MATERIAL DE CONSUMO,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,68464,41464,"16495,22","14207,68","11485,68",0,0,"14207,68","11485,68"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,339036,OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,10000,40368,"40367,16","40367,16","40367,16",0,0,"40367,16","40367,16"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,339037,LOCAÇÃO DE MÃO-DE-OBRA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,263000,244656,"235602,77","197932,59","197932,59",0,0,"197932,59","197932,59"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,339039,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,682779,766363,"747217,53","509569,64","487962,47",0,0,"509569,64","487962,47"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,339046,AUXÍLIO-ALIMENTAÇÃO,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,123000,311000,"289268,25","289268,25","289268,25",0,0,"289268,25","289268,25"
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,339092,DESPESAS DE EXERCÍCIOS ANTERIORES,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,2000,800,0,0,0,0,0,0,0
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,339093,INDENIZAÇÕES E RESTITUIÇÕES,3,0,RECURSOS ORDINÁRIOS DO TESOURO ,1000,1000,0,0,0,0,0,0,0
201,GABINETE DO PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2004,Direção Superior da Política Municipal,1,Direção Superior da Política Municipal,449052,EQUIPAMENTOS E MATERIAL PERMANENTE,4,0,RECURSOS ORDINÁRIOS DO TESOURO ,20000,20000,180,180,180,0,0,180,180
202,GABINETE DO VICE-PREFEITO,4,Administração,122,Administração Geral,96,Coordenação Superior Municipal,2801,Manutenção do Gabinete do Vice-Prefeito,1,Manutenção do Gabinete do Vice-Prefeito,319011,VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL,1,0,RECURSOS ORDINÁRIOS DO TESOURO ,757000,819102,"819101,03","819101,03","819101,03",0,0,"819101,03","819101,03"
